gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn_Probability,Predicted_Churn,Risk_Category
1,0,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,95.1,2162.6,0.8049356,1,High
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,44.7,44.7,0.77521783,1,High
0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,25.45,1813.35,0.015898071,0,Low
1,0,0,0,4,1,0,0,2,0,2,0,0,0,0,0,2,56.75,245.15,0.50262207,1,Medium
1,0,0,0,25,1,2,0,2,2,2,2,0,2,0,0,0,81.75,2028.8,0.35516274,1,Medium
0,0,1,1,32,1,0,1,0,2,0,0,2,0,0,1,2,86.1,2723.75,0.69449836,1,High
1,1,1,0,7,0,1,0,2,0,0,0,0,0,0,0,0,29.8,220.45,0.5175308,1,Medium
1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,3,20.5,365.8,0.089588724,0,Low
1,1,1,0,8,1,0,0,2,0,0,0,2,0,0,0,0,60.9,551.95,0.41179812,1,Medium
0,1,0,0,56,1,2,0,2,0,2,2,0,2,2,0,0,73.25,4054.2,0.061826486,0,Low
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.7,45.7,0.7980193,1,High
1,1,0,0,8,1,0,1,2,0,0,2,2,2,0,0,1,100.3,832.35,0.7329589,1,High
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,2,19.25,112.3,0.28404418,0,Low
1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,20.85,60.65,0.37050867,1,Medium
0,0,0,0,71,1,0,0,2,2,2,2,2,0,2,0,1,77.35,5550.1,0.024882207,0,Low
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,96.0,174.8,0.93343616,1,High
0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,90.55,90.55,0.9110164,1,High
1,0,1,0,49,1,2,1,2,2,0,0,2,0,0,1,0,93.85,4733.1,0.5182096,1,Medium
1,0,0,0,58,1,0,0,0,2,2,2,2,0,2,0,0,70.1,4048.95,0.06793838,0,Low
1,1,1,0,44,0,1,0,0,2,0,0,0,0,0,1,2,30.35,1359.7,0.5912774,1,Medium
0,0,1,1,59,1,0,0,0,2,0,2,2,2,2,1,1,75.95,4542.35,0.069969825,0,Low
1,0,0,0,71,1,2,1,2,0,2,2,2,2,2,1,2,108.05,7532.15,0.2276944,0,Low
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,69.9,0.9053533,1,High
0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,2,75.25,888.65,0.7372359,1,High
1,1,1,0,62,1,2,1,0,2,2,0,2,2,1,1,2,103.75,6383.35,0.5631713,1,Medium
0,0,1,1,35,1,0,0,2,0,0,2,0,0,1,1,0,54.95,1916.0,0.1188693,0,Low
0,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,0,19.5,413.0,0.22268736,0,Low
1,0,1,1,40,1,0,2,1,1,1,1,1,1,2,0,3,19.6,808.95,0.035878263,0,Low
0,0,0,0,39,1,0,0,2,0,0,0,0,0,1,1,2,47.85,1886.4,0.16051391,0,Low
1,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,86.6,86.6,0.9419871,1,High
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,23.75,1679.25,0.014960487,0,Low
0,1,1,0,33,1,2,1,0,2,0,0,0,0,0,1,0,80.6,2656.5,0.65169567,1,High
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,43.8,540.95,0.44552317,1,Medium
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.75,19.75,0.53985775,1,Medium
1,0,0,1,27,1,0,2,1,1,1,1,1,1,0,0,3,19.15,537.35,0.15256341,0,Low
1,0,1,1,34,1,0,2,1,1,1,1,1,1,1,0,1,19.6,678.8,0.08318921,0,Low
0,0,1,0,56,1,0,1,2,0,2,0,0,0,2,0,0,80.3,4513.65,0.07744264,0,Low
0,0,0,0,58,1,2,2,1,1,1,1,1,1,2,0,1,24.35,1423.85,0.042478707,0,Low
0,0,1,1,22,1,2,2,1,1,1,1,1,1,2,0,1,25.25,555.4,0.047429297,0,Low
0,0,1,1,10,1,2,2,1,1,1,1,1,1,2,0,1,26.1,225.55,0.053975146,0,Low
1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,1,20.0,268.45,0.043849085,0,Low
0,0,0,0,35,1,2,1,0,2,0,2,0,0,0,0,1,85.3,2917.5,0.45880145,1,Medium
0,0,0,0,34,1,0,1,0,0,0,0,0,0,0,1,1,70.0,2416.1,0.5919815,1,Medium
0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,94.3,424.45,0.9249825,1,High
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,20.7,1492.1,0.013193791,0,Low
1,0,0,0,2,1,0,0,0,0,0,2,2,2,0,0,2,70.3,132.4,0.706949,1,High
0,0,0,0,7,1,0,1,0,0,2,0,2,2,0,1,2,95.35,660.9,0.85389125,1,High
1,1,1,0,27,1,2,1,0,0,0,0,0,0,0,1,2,75.5,1893.95,0.7307845,1,High
1,0,1,1,4,1,0,1,0,0,0,0,0,0,0,1,3,69.55,284.9,0.7484022,1,High
0,0,0,0,37,1,0,2,1,1,1,1,1,1,2,0,3,19.85,784.25,0.033902716,0,Low
1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,3,20.0,417.7,0.16317527,0,Low
0,1,1,0,53,1,2,1,0,0,0,0,2,2,1,1,1,95.85,5016.25,0.5175933,1,Medium
0,0,0,0,18,1,2,1,0,0,0,2,0,2,0,1,2,90.1,1612.75,0.7042831,1,High
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,68.95,119.75,0.81093,1,High
1,0,1,1,32,1,2,1,2,0,0,0,2,2,0,1,1,99.55,3204.65,0.68841416,1,High
1,1,1,0,23,1,0,2,1,1,1,1,1,1,1,1,2,20.75,485.2,0.11200392,0,Low
1,0,0,0,3,1,0,0,2,0,0,0,0,0,0,1,3,50.15,160.85,0.5314178,1,Medium
0,0,1,1,71,0,1,0,2,2,0,2,2,2,2,0,3,58.65,4145.25,0.017887918,0,Low
1,0,0,0,9,1,0,1,0,0,0,2,2,2,0,1,0,95.9,827.45,0.7782801,1,High
0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,49.5,49.5,0.73472434,1,High
1,0,1,1,18,1,0,0,0,0,2,0,0,2,0,0,2,57.45,990.85,0.46251574,1,Medium
1,0,1,1,12,1,0,0,0,0,0,0,0,2,1,0,1,53.65,696.35,0.28390282,0,Low
1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,1,3,80.1,5585.4,0.020840885,0,Low
0,0,0,0,64,1,2,2,1,1,1,1,1,1,1,1,0,24.4,1601.2,0.07057761,0,Low
1,0,0,0,4,0,1,0,0,0,0,2,0,2,0,1,2,40.05,162.45,0.734713,1,High
0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,3,19.5,470.2,0.20780423,0,Low
0,0,1,1,39,1,0,0,2,0,0,0,0,0,0,0,1,51.05,2066.0,0.27705815,0,Low
1,0,1,0,28,1,0,0,2,0,0,2,0,0,1,0,3,54.35,1426.45,0.09235066,0,Low
0,1,0,0,5,1,0,1,0,2,0,0,2,0,0,1,2,84.7,392.5,0.8476043,1,High
0,1,1,0,45,1,0,1,0,0,2,0,0,2,0,1,2,86.1,3861.45,0.68177164,1,High
1,0,0,0,37,1,0,1,0,0,0,0,0,0,0,1,3,70.35,2552.9,0.58988816,1,Medium
0,1,1,0,60,1,0,1,2,2,2,2,2,2,2,1,0,110.0,6668.35,0.2210252,0,Low
1,1,0,0,8,1,2,1,0,0,2,0,2,2,0,1,2,100.6,819.4,0.9197292,1,High
0,0,0,0,47,1,2,1,2,0,2,0,2,0,1,0,1,94.9,4615.25,0.27539083,0,Low
1,0,1,1,26,1,2,1,0,0,0,0,2,0,0,1,2,83.75,2070.6,0.74483997,1,High
0,1,1,1,3,1,0,1,2,0,0,2,2,0,0,1,3,88.3,273.75,0.67823327,1,High
0,0,1,1,50,1,0,1,0,0,0,0,0,0,0,1,0,69.75,3557.7,0.49776426,1,Medium
1,0,1,1,27,1,2,0,0,0,0,2,2,2,0,0,0,71.6,1957.1,0.37754667,1,Medium
0,1,0,0,8,1,0,1,0,0,2,0,2,2,0,1,2,92.1,729.95,0.8440787,1,High
0,0,1,0,62,1,2,2,1,1,1,1,1,1,2,0,0,23.65,1416.75,0.027956044,0,Low
0,0,1,0,71,1,0,0,2,0,2,2,2,2,2,0,0,81.85,5924.4,0.030478068,0,Low
1,0,0,0,66,1,2,2,1,1,1,1,1,1,2,0,3,25.1,1697.7,0.02304111,0,Low
1,0,1,1,68,1,2,1,2,2,2,2,2,2,2,1,0,114.7,7849.85,0.28543693,0,Low
0,0,0,0,13,0,1,0,0,0,2,0,2,2,0,0,2,49.15,649.4,0.6144135,1,High
1,0,1,0,56,1,0,1,0,0,0,0,0,2,1,1,2,80.9,4557.5,0.3710839,1,Medium
1,0,1,0,38,1,0,1,2,2,0,0,0,0,0,1,2,79.45,3013.05,0.55068237,1,Medium
1,1,0,0,14,1,0,1,0,0,0,0,2,2,0,0,1,90.45,1266.1,0.7101965,1,High
0,0,0,1,16,1,0,2,1,1,1,1,1,1,1,1,0,19.3,360.35,0.09806667,0,Low
0,0,1,1,14,1,0,1,0,0,0,0,0,0,0,0,2,70.2,1046.5,0.6699713,1,High
1,0,1,1,32,1,0,1,0,0,0,0,0,0,0,1,0,69.75,2347.9,0.57423395,1,Medium
0,0,0,0,8,1,0,0,2,0,0,2,0,0,1,0,0,54.25,447.75,0.14219217,0,Low
0,0,1,1,43,1,2,1,0,0,2,0,2,2,0,1,0,99.3,4209.95,0.6844805,1,High
0,0,0,0,52,1,2,0,2,0,2,2,2,0,1,0,1,74.0,3877.65,0.13028681,0,Low
1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.25,152.3,0.6310798,1,High
1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,1,3,19.8,572.2,0.07797853,0,Low
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,0.5406462,1,Medium
1,1,0,0,12,0,1,0,0,0,2,2,0,2,0,1,2,43.65,526.95,0.6680461,1,High
0,0,1,1,16,0,1,0,0,0,0,0,0,2,0,1,1,35.5,552.7,0.62648976,1,High
0,0,0,0,40,1,2,0,0,0,2,2,2,2,1,1,3,80.75,3208.65,0.30832955,0,Low
0,0,0,0,5,0,1,0,0,0,2,0,0,2,0,0,2,39.5,210.75,0.7541848,1,High
1,0,1,0,40,1,2,1,0,0,0,0,2,2,0,1,0,97.1,3706.95,0.6864365,1,High
0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,0,3,19.55,620.75,0.0702469,0,Low
0,0,0,0,5,1,0,1,0,0,0,0,0,2,0,1,2,80.0,412.5,0.8473783,1,High
0,0,0,0,10,1,0,1,2,0,0,0,2,0,0,1,3,84.7,832.05,0.62103283,1,High
1,0,1,1,2,1,0,1,0,0,0,0,2,2,0,1,0,89.55,185.55,0.8867847,1,High
1,0,0,0,23,1,2,1,0,0,0,2,2,0,0,1,2,90.6,1943.2,0.6750204,1,High
1,0,1,1,26,1,0,2,1,1,1,1,1,1,1,1,0,20.05,505.9,0.08419626,0,Low
0,1,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,112.4,8046.85,0.10546182,0,Low
0,0,1,0,34,1,0,0,0,0,0,2,0,0,0,0,0,50.2,1815.3,0.25405443,0,Low
1,0,0,0,10,1,0,0,2,0,0,2,2,0,0,0,0,62.25,612.95,0.3101992,0,Low
0,0,0,0,14,1,0,0,2,0,0,2,0,0,1,0,3,55.7,795.15,0.11241846,0,Low
0,0,0,0,23,1,2,1,2,0,0,0,2,0,0,1,0,90.05,2169.8,0.6142969,1,High
1,0,1,0,47,1,0,2,1,1,1,1,1,1,2,0,3,19.65,973.1,0.034265753,0,Low
1,0,1,0,24,1,0,1,2,0,0,2,0,2,0,1,2,89.25,2210.2,0.4798689,1,Medium
1,0,1,0,49,1,2,1,0,2,0,0,2,2,0,1,0,99.05,4853.75,0.6596253,1,High
1,1,0,0,20,1,0,0,2,0,0,2,0,0,1,0,3,54.0,1055.9,0.122660264,0,Low
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,69.75,144.55,0.80548644,1,High
0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,1,49.05,91.1,0.7570812,1,High
1,0,0,0,22,0,1,0,0,0,2,2,2,2,2,0,0,56.75,1304.85,0.07995872,0,Low
1,0,0,0,7,1,2,1,0,0,2,0,2,2,0,1,0,98.05,713.0,0.8969545,1,High
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,21.1,21.1,0.5505653,1,Medium
0,0,1,1,59,1,2,1,0,2,0,2,0,2,0,1,0,96.65,5580.8,0.42202577,1,Medium
0,0,1,1,58,1,2,2,1,1,1,1,1,1,1,1,1,24.5,1497.9,0.09437418,0,Low
0,0,0,0,41,1,2,1,2,2,2,2,2,2,0,1,0,114.5,4527.45,0.58609664,1,Medium
0,1,0,0,59,1,2,1,0,2,0,0,0,0,2,1,1,79.2,4590.35,0.10647009,0,Low
0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,1,2,69.55,200.2,0.8231024,1,High
1,0,0,0,32,1,0,2,1,1,1,1,1,1,2,1,0,20.05,614.45,0.044322398,0,Low
1,1,1,0,46,1,2,1,0,0,2,0,2,2,0,1,2,98.85,4564.9,0.7733379,1,High
1,0,1,1,0,1,2,2,1,1,1,1,1,1,2,0,3,25.75,0.0,0.08688628,0,Low
1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.95,171.15,0.8860034,1,High
0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,0,1,19.6,1012.4,0.08211279,0,Low
0,1,0,0,13,1,0,1,0,0,2,0,0,0,0,1,2,74.3,940.35,0.7766956,1,High
0,1,0,0,11,1,0,1,0,0,0,0,2,2,0,0,0,89.7,1047.7,0.7664017,1,High
1,0,0,0,32,1,2,1,2,0,0,2,0,0,0,0,0,87.65,2766.4,0.39522165,1,Medium
1,1,1,0,17,1,2,1,0,0,2,0,2,2,0,1,1,100.45,1622.45,0.80381554,1,High
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,1,1,74.75,1129.35,0.731928,1,High
0,0,0,0,51,1,2,1,2,2,2,0,2,2,1,0,0,107.45,5680.9,0.4795481,1,Medium
1,0,0,0,29,1,0,0,0,0,2,2,2,2,1,1,0,75.35,2243.9,0.24339934,0,Low
1,0,1,0,70,1,0,0,2,2,2,2,0,0,2,0,1,64.95,4523.25,0.043712564,0,Low
0,0,1,1,71,1,2,1,2,0,2,2,0,2,2,0,2,100.45,7159.7,0.07842145,0,Low
1,0,1,1,41,1,2,0,0,2,2,0,2,0,1,0,0,68.5,2839.95,0.15668815,0,Low
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.55,80.55,0.92149454,1,High
0,0,1,0,7,1,0,0,2,0,2,2,2,2,0,0,0,81.25,580.1,0.5378715,1,Medium
1,0,1,1,25,1,0,1,0,0,0,0,2,2,1,1,2,90.4,2178.6,0.47279996,1,Medium
1,0,1,1,67,1,2,1,2,2,0,2,0,0,1,0,2,89.55,6038.55,0.12269514,0,Low
1,0,1,1,5,1,2,0,0,0,0,2,0,0,0,1,3,55.7,259.4,0.61790043,1,High
1,0,0,1,15,1,2,2,1,1,1,1,1,1,0,1,2,24.8,324.15,0.3482896,0,Low
0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,2,20.0,417.65,0.20537229,0,Low
1,0,1,1,3,1,0,0,0,2,2,0,0,0,0,1,3,56.15,168.15,0.7157342,1,High
1,0,1,1,54,1,2,1,0,2,0,2,2,2,1,1,2,105.2,5637.85,0.58109105,1,Medium
1,0,0,0,42,1,0,2,1,1,1,1,1,1,1,1,3,19.55,839.4,0.08262795,0,Low
0,0,1,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.75,769.1,0.81030947,1,High
0,0,0,0,63,1,2,1,0,2,0,0,2,2,2,0,0,97.45,6253.0,0.16166423,0,Low
0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,0,0,24.25,1641.8,0.031875007,0,Low
0,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,1,24.6,1678.05,0.031444047,0,Low
1,0,1,0,40,1,0,0,0,2,0,0,0,0,0,1,3,50.15,2058.5,0.3699656,1,Medium
1,0,0,0,60,0,1,0,2,2,2,0,0,0,2,0,0,39.6,2424.5,0.043343857,0,Low
0,0,0,0,4,1,0,1,2,0,2,2,0,2,0,1,0,94.4,387.2,0.7093494,1,High
0,1,0,0,71,1,2,0,2,2,2,2,2,2,2,0,3,89.85,6293.45,0.018645136,0,Low
0,0,1,0,37,1,2,1,0,0,2,0,0,0,0,1,1,78.95,2839.65,0.6352915,1,High
1,0,1,0,32,1,2,1,0,2,0,0,2,2,0,1,1,98.85,3145.9,0.7068034,1,High
1,0,0,0,39,1,2,0,0,0,0,2,0,0,2,1,1,53.85,2200.7,0.09407803,0,Low
0,0,0,0,38,1,2,2,1,1,1,1,1,1,1,1,2,24.25,914.4,0.13990642,0,Low
1,0,0,0,52,1,2,1,0,0,2,0,0,2,2,1,1,89.45,4577.75,0.15554884,0,Low
0,0,1,1,48,1,2,1,2,2,0,0,2,2,0,1,1,105.25,4997.5,0.6076595,1,High
1,0,1,1,70,0,1,0,2,0,2,2,2,2,2,0,0,59.5,4144.8,0.050783668,0,Low
1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,70.55,1493.55,0.5039459,1,Medium
0,0,0,0,50,1,2,0,2,0,2,2,2,2,1,1,1,82.5,4179.1,0.21702443,0,Low
0,0,0,0,19,0,1,0,0,0,0,0,2,2,1,1,1,44.85,893.55,0.4184767,1,Medium
1,0,1,1,25,1,0,0,2,2,2,0,0,0,1,1,0,61.6,1611.0,0.15466836,0,Low
1,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,0,49.05,593.05,0.48269835,1,Medium
1,1,1,0,39,1,2,1,0,2,2,0,2,2,0,1,2,105.65,4284.8,0.7849957,1,High
1,0,0,0,7,1,0,1,0,0,2,0,0,0,0,0,3,74.65,544.55,0.6320276,1,High
0,0,1,1,23,1,0,0,2,2,2,2,0,0,1,1,3,66.25,1533.8,0.1097177,0,Low
1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,2,19.4,529.8,0.2464706,0,Low
1,1,0,0,47,1,2,1,0,0,0,0,2,0,0,1,1,86.05,3865.6,0.61112124,1,High
1,0,1,1,26,1,0,2,1,1,1,1,1,1,2,1,1,19.15,515.75,0.044093598,0,Low
0,0,1,0,14,1,2,0,2,0,0,0,2,0,0,1,0,64.7,941.0,0.45312637,1,Medium
0,1,1,0,11,1,2,1,0,0,2,2,2,2,0,1,0,104.05,1133.65,0.8739531,1,High
1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,19.25,48.35,0.330676,0,Low
0,0,1,1,26,1,0,1,2,2,0,0,0,0,0,0,2,81.95,2070.05,0.45139048,1,Medium
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.65,8333.95,0.06629784,0,Low
0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,1,20.0,1209.25,0.025906254,0,Low
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.8,1396.25,0.011833605,0,Low
1,0,1,1,11,1,2,0,2,0,0,0,2,0,0,1,0,65.15,723.35,0.447975,1,Medium
1,1,1,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.65,228.65,0.10652653,0,Low
0,0,0,1,13,1,2,0,2,2,2,2,2,2,2,0,1,88.95,1161.75,0.08137955,0,Low
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,1,3,20.2,98.35,0.28363442,0,Low
1,1,1,1,11,1,2,1,0,0,0,0,0,0,0,1,1,75.2,775.3,0.7752583,1,High
1,0,1,0,18,1,2,0,0,2,0,0,0,0,0,0,1,56.8,1074.65,0.40062344,1,Medium
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.55,35.55,0.87509793,1,High
0,0,1,0,32,1,0,1,2,0,0,0,0,0,0,1,0,75.5,2324.7,0.50747734,1,Medium
1,0,0,0,29,0,1,0,2,0,0,2,0,0,1,0,3,35.6,1072.6,0.10093748,0,Low
0,0,0,0,3,1,2,0,0,0,0,0,2,0,0,1,2,60.25,170.5,0.82017803,1,High
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,95.15,196.9,0.9259491,1,High
1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,1,3,96.65,1162.85,0.7916729,1,High
0,0,0,0,41,0,1,0,0,2,0,0,0,2,0,1,2,40.35,1677.85,0.5604848,1,Medium
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,18.85,18.85,0.46843785,1,Medium
1,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,3,54.85,370.4,0.47289175,1,Medium
0,0,1,0,52,1,0,0,2,0,2,0,2,0,1,1,3,64.3,3410.6,0.11628482,0,Low
0,0,1,1,45,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1138.8,0.055741552,0,Low
1,0,1,0,70,1,2,0,0,2,2,2,2,0,2,0,1,76.1,5264.25,0.066201925,0,Low
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,18.7,1005.7,0.03312139,0,Low
0,1,1,0,62,1,2,1,0,2,2,0,2,0,1,1,1,97.95,5936.55,0.26612717,0,Low
0,0,1,0,60,1,2,1,2,2,0,0,0,2,0,1,1,94.1,5475.9,0.35085002,1,Medium
0,1,1,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.4,224.05,0.8670571,1,High
0,1,1,0,23,1,0,1,2,0,0,0,2,2,0,1,2,95.1,2326.05,0.73377025,1,High
1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,31.35,31.35,0.7984313,1,High
0,0,0,0,67,1,0,0,2,0,2,2,0,2,1,1,0,72.35,4991.5,0.15532742,0,Low
0,0,0,0,12,1,2,1,0,2,0,0,2,0,0,1,0,89.75,1052.4,0.7914928,1,High
0,1,1,0,71,1,2,0,2,2,2,2,0,2,2,1,0,82.7,5831.2,0.023768216,0,Low
1,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,510.8,0.07838872,0,Low
0,0,0,0,5,1,2,0,2,0,0,0,0,0,0,1,2,53.8,283.95,0.6117977,1,High
1,0,0,0,26,1,2,0,0,0,0,0,0,0,1,1,1,51.55,1295.4,0.19575544,0,Low
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,19.65,19.65,0.20916101,0,Low
1,1,0,0,70,0,1,0,0,2,2,0,2,0,1,1,1,44.05,3011.65,0.17581636,0,Low
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,114.0,8093.15,0.08993514,0,Low
1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,2,94.4,5610.25,0.4335535,1,Medium
0,1,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,100.4,3217.65,0.7919914,1,High
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.85,19.85,0.6366686,1,High
0,0,0,0,14,1,2,0,0,2,0,0,0,0,1,1,3,54.25,773.2,0.26267442,0,Low
0,0,0,0,13,1,2,1,2,0,0,0,0,0,0,1,1,80.0,1029.35,0.62604207,1,High
0,0,0,0,6,1,2,1,0,2,2,2,2,2,0,1,1,109.9,669.45,0.86207765,1,High
0,0,0,0,46,1,2,0,2,0,2,0,2,2,2,0,3,79.2,3593.8,0.06666216,0,Low
1,0,0,0,15,1,0,1,0,0,2,2,2,2,0,1,2,101.35,1553.95,0.793223,1,High
1,1,1,0,43,1,2,1,0,2,0,2,2,0,0,1,2,94.3,3953.15,0.5959148,1,Medium
1,0,0,0,39,1,0,0,0,0,0,2,0,0,2,1,0,49.8,1971.15,0.08229873,0,Low
1,1,0,0,21,1,0,0,0,0,2,0,2,0,0,1,0,60.05,1236.15,0.47123984,1,Medium
1,0,0,0,57,0,1,0,2,0,2,0,2,2,0,1,2,53.75,3196.0,0.46285868,1,Medium
0,0,1,0,53,1,0,1,0,0,0,2,2,2,1,1,2,93.45,4872.2,0.43530735,1,Medium
1,0,1,1,18,1,0,1,2,0,2,0,2,0,0,1,3,87.9,1500.5,0.5519169,1,Medium
0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,2,60.15,60.15,0.8799068,1,High
0,0,1,0,58,1,2,0,2,0,0,2,0,0,1,1,0,61.05,3478.75,0.11935631,0,Low
0,1,0,0,71,1,2,1,0,0,2,0,2,2,2,0,0,104.05,7413.55,0.1542955,0,Low
0,0,0,0,35,1,0,1,0,0,2,2,2,2,1,1,2,99.25,3532.0,0.5339154,1,Medium
1,0,0,0,3,1,0,1,0,0,2,0,0,2,0,0,1,85.7,256.75,0.82279396,1,High
1,0,0,0,38,1,2,1,2,2,0,0,2,2,1,1,2,104.85,3887.25,0.56734073,1,Medium
1,0,1,1,35,1,2,0,2,2,2,2,0,0,2,1,1,69.15,2490.15,0.063695386,0,Low
1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,2,90.45,593.45,0.867313,1,High
0,0,0,0,47,1,0,0,0,0,2,2,2,2,2,0,3,74.45,3510.3,0.06865555,0,Low
0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,0,2,50.45,765.45,0.43879604,1,Medium
0,1,1,0,20,1,0,0,0,2,0,0,0,2,0,1,2,60.0,1259.35,0.5368017,1,Medium
1,0,1,0,66,1,2,0,2,2,0,2,2,2,2,0,2,85.25,5538.35,0.04938826,0,Low
1,0,1,0,15,1,0,2,1,1,1,1,1,1,0,1,1,19.45,340.85,0.25933307,0,Low
0,0,0,0,42,1,0,2,1,1,1,1,1,1,2,1,0,20.75,844.45,0.047062553,0,Low
0,0,1,0,17,1,2,1,2,0,0,0,0,0,0,0,2,78.9,1348.95,0.5606409,1,Medium
1,0,0,0,37,1,2,1,0,2,0,2,2,2,1,1,1,104.5,3778.0,0.5163215,1,Medium
0,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,2,49.4,611.65,0.53520644,1,Medium
1,0,1,0,53,1,0,1,0,2,0,0,2,2,1,1,0,94.25,4867.95,0.42947125,1,Medium
0,0,0,0,60,1,2,2,1,1,1,1,1,1,2,0,3,25.0,1505.05,0.023517998,0,Low
1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,1,25.55,467.85,0.44453442,1,Medium
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.9,74.9,0.92414474,1,High
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.15,194.2,0.8339689,1,High
0,0,0,1,9,1,0,0,0,0,0,2,2,2,0,1,1,69.4,571.45,0.5296322,1,Medium
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.25,80.25,0.92324835,1,High
1,0,1,0,56,1,2,1,2,2,2,0,0,0,1,1,2,93.15,5253.95,0.18473436,0,Low
1,0,1,1,17,1,0,1,0,0,0,0,0,0,0,1,2,69.0,1149.65,0.656443,1,High
0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,2,66.35,740.8,0.6147369,1,High
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.55,521.35,0.7500116,1,High
